"Att8Act","Att8Diff","EngEst","EngAct","EngDiff","MathsEst","MathsAct","MathsDiff","EbaccEst","EbaccDiff","Att8EstSQRT","EbaccActSQRT"
3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,-0.86,1.87082869338697,1.4142135623731
3.7,-2.47,6.2,5.5,-0.72,6.3,4,-2.29,6,-4.01,2.48997991959775,1.4142135623731
3.1,0.01,3.5,3,-0.46,2.7,3,0.25,2.3,-0.68,1.73205080756888,1.30384048104053
5.8,0.78,5.3,7,1.73,4.9,4,-0.89,4.7,0.32,2.23606797749979,2.23606797749979
5.4,-0.82,6.2,4,-2.22,6.3,7,0.71,6,-1.01,2.48997991959775,2.23606797749979
4.1,-0.42,4.8,4,-0.81,4.3,4,-0.35,4.1,-1.24,2.12132034355964,1.67332005306815
2.8,-2.02,5,3,-2.05,4.6,3,-1.6,4.4,-1.87,2.19089023002066,1.58113883008419
5.7,1.36,4.6,4,-0.59,4.1,8.5,4.39,3.8,2.69,2.07364413533277,2.54950975679639
5.5,1.83,4,5.5,1.47,3.5,7,3.53,3.1,1.42,1.92353840616713,2.12132034355964
6.3,0.68,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,1.68,2.36643191323985,2.64575131106459
7.5,2.43,5.3,5.5,0.23,4.9,8.5,3.61,4.7,3.82,2.23606797749979,2.91547594742265
1.5,-0.69,2.6,3,0.41,1.7,0,-1.67,1.4,-1.11,1.44913767461894,0.547722557505166
2.4,-0.51,3.3,3,-0.3,2.6,3,0.44,2.2,-1.66,1.70293863659264,0.707106781186548
5.4,0.33,5.3,5.5,0.23,4.9,5.5,0.61,4.7,1.32,2.23606797749979,2.44948974278318
5.7,2.33,3.7,5.5,1.8,3.1,4,0.9,2.7,4.34,1.81659021245849,2.64575131106459
3.9,-1.17,5.3,5.5,0.23,4.9,4,-0.89,4.7,-2.84,2.23606797749979,1.34164078649987
0.6,-1.04,2.1,1.5,-0.58,1.1,0,-1.1,1.1,-1.06,1.30384048104053,0
2.3,-0.87,3.6,3,-0.57,2.9,3,0.08,2.5,-1.5,1.78885438199983,1
2.6,-1.45,4.4,4,-0.37,3.9,3,-0.88,3.5,-2.02,2,1.22474487139159
4.6,0.03,4.8,5.5,0.69,4.3,4,-0.35,4.1,-0.74,2.12132034355964,1.81659021245849
3.9,0.73,3.6,5.5,1.93,2.9,3,0.08,2.5,-0.17,1.78885438199983,1.51657508881031
4.6,0.26,4.6,7,2.41,4.1,4,-0.11,3.8,-0.48,2.07364413533277,1.81659021245849
2.5,-1.17,4,2,-2.03,3.5,3,-0.47,3.1,-0.91,1.92353840616713,1.48323969741913
3.5,-0.84,4.6,5.5,0.91,4.1,3,-1.11,3.8,-2.14,2.07364413533277,1.30384048104053
6.4,1.13,5.5,5.5,0.03,5.2,5.5,0.3,5,2.04,2.30217288664427,2.64575131106459
4,0.28,4,4,-0.03,3.5,4,0.53,3.1,-0.75,1.92353840616713,1.51657508881031
2.7,-1.35,4.4,4,-0.37,3.9,3,-0.88,3.5,-1.52,2,1.4142135623731
6.7,2.18,4.8,7,2.19,4.3,7,2.65,4.1,2.93,2.12132034355964,2.64575131106459
7.2,-0.44,7.5,7,-0.54,7.8,8.5,0.75,7.6,-0.09,2.75680975041804,2.73861278752583
1.7,-2.59,4.6,3,-1.59,4.1,3,-1.11,3.8,-3.48,2.07364413533277,0.547722557505166
2.2,-2.14,4.6,3,-1.59,4.1,2,-2.11,3.8,-2.64,2.07364413533277,1.09544511501033
1,-2.09,3.5,2,-1.46,2.7,0,-2.75,2.3,-1.85,1.73205080756888,0.707106781186548
2.4,-2.37,5,3,-2.05,4.6,3,-1.6,4.4,-3.04,2.19089023002066,1.14017542509914
5.5,0.73,5,5.5,0.45,4.6,5.5,0.9,4.4,1.13,2.19089023002066,2.34520787991171
2.5,-2.52,5.3,3,-2.27,4.9,3,-1.89,4.7,-3.01,2.23606797749979,1.30384048104053
3.6,-0.92,4.8,4,-0.81,4.3,3,-1.35,4.1,-1.74,2.12132034355964,1.51657508881031
6.3,-0.26,6.5,5.5,-1.03,6.7,7,0.33,6.4,-0.4,2.54950975679639,2.44948974278318
3.6,-0.45,4.4,4,-0.37,3.9,3,-0.88,3.5,-0.85,2,1.6431676725155
2.8,-1.04,4.2,3,-1.19,3.7,5.5,1.82,3.3,-1.81,1.97484176581315,1.22474487139159
5.7,2.16,3.9,5.5,1.64,3.3,5.5,2.22,2.9,2.14,1.87082869338697,2.23606797749979
0,-3.86,4.2,0,-4.19,3.7,0,-3.68,3.3,-3.31,1.97484176581315,0
3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,-1.2,1.87082869338697,1.30384048104053
0.4,-2.64,3.5,1.5,-1.96,2.7,0,-2.75,2.3,-2.35,1.73205080756888,0
2,0.03,2.4,3,0.59,1.5,1,-0.47,1.3,-0.16,1.4142135623731,1.09544511501033
2.9,-0.77,4,4,-0.03,3.5,4,0.53,3.1,-1.75,1.92353840616713,1.14017542509914
3,-1.1,4.4,7,2.63,3.9,0,-3.88,3.5,-2.02,2,1.22474487139159
2.8,-0.37,3.6,3,-0.57,2.9,2,-0.92,2.5,0.16,1.78885438199983,1.6431676725155
3.6,0.06,3.9,4,0.14,3.3,3,-0.28,2.9,-0.2,1.87082869338697,1.6431676725155
1.5,-1.36,3.3,3,-0.3,2.6,2,-0.56,2.2,-1.16,1.70293863659264,1
3.1,-1.19,4.6,5.5,0.91,4.1,3,-1.11,3.8,-2.81,2.07364413533277,1
3.7,-1.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,-3.82,2.36643191323985,1.22474487139159
5,1.14,4.2,5.5,1.31,3.7,3,-0.68,3.3,1.69,1.97484176581315,2.23606797749979
2.7,-0.97,4,4,-0.03,3.5,2,-1.47,3.1,-1.41,1.92353840616713,1.30384048104053
2.7,-1.02,4,3,-1.03,3.5,2,-1.47,3.1,-1.75,1.92353840616713,1.14017542509914
3.4,-1.37,5,4,-1.05,4.6,4,-0.6,4.4,-2.04,2.19089023002066,1.51657508881031
7.3,2.78,4.8,5.5,0.69,4.3,8.5,4.15,4.1,3.93,2.12132034355964,2.82842712474619
2.4,0.45,2.4,2,-0.36,1.4,2,0.64,1.2,1.79,1.37840487520902,1.73205080756888
7.2,1.29,6,7,1.02,5.9,7,1.1,5.7,2.34,2.42899156029822,2.82842712474619
4.6,1.69,3.3,7,3.7,2.6,4,1.44,2.2,0.17,1.70293863659264,1.51657508881031
2.1,-2.47,4.8,1.5,-3.31,4.3,3,-1.35,4.1,-2.41,2.12132034355964,1.30384048104053
6.3,0.08,6.2,5.5,-0.72,6.3,8.5,2.21,6,-0.01,2.48997991959775,2.44948974278318
5.3,0.28,5.3,7,1.73,4.9,3,-1.89,4.7,-0.68,2.23606797749979,2
4.3,-0.27,4.8,4,-0.81,4.3,4,-0.35,4.1,-0.74,2.12132034355964,1.81659021245849
4.8,-0.52,5.5,4,-1.47,5.2,4,-1.2,5,0.54,2.30217288664427,2.34520787991171
0,-4.52,4.8,0,-4.81,4.3,0,-4.35,4.1,-4.07,2.12132034355964,0
7.9,1.39,6.5,7,0.47,6.7,8.5,1.83,6.4,1.1,2.54950975679639,2.73861278752583
4.1,-1.52,5.7,4,-1.74,5.5,5.5,-0.04,5.3,-2.32,2.36643191323985,1.73205080756888
4,1.22,3.2,5.5,2.31,2.4,3,0.63,2,0.99,1.6431676725155,1.73205080756888
3.4,-0.32,4,4,-0.03,3.5,3,-0.47,3.1,-1.75,1.92353840616713,1.14017542509914
3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,-2.14,2.07364413533277,1.30384048104053
4.7,0.6,4.4,5.5,1.13,3.9,4,0.12,3.5,0.15,2,1.92353840616713
3.3,-1.44,5,5.5,0.45,4.6,4,-0.6,4.4,-1.87,2.19089023002066,1.58113883008419
5.1,-0.81,6,7,1.02,5.9,5.5,-0.4,5.7,-1.66,2.42899156029822,2
4.9,0.99,4.2,7,2.81,3.7,4,0.32,3.3,0.02,1.97484176581315,1.81659021245849
5.2,-0.07,5.5,7,1.53,5.2,4,-1.2,5,-0.96,2.30217288664427,2
4,-1.07,5.3,5.5,0.23,4.9,4,-0.89,4.7,-2.01,2.23606797749979,1.6431676725155
1,-2.37,3.7,1.5,-2.2,3.1,1.5,-1.6,2.7,-2.33,1.81659021245849,0.547722557505166
3.2,-1.62,5,4,-1.05,4.6,3,-1.6,4.4,-2.21,2.19089023002066,1.48323969741913
3,-0.37,3.7,3,-0.7,3.1,3,-0.1,2.7,-0.16,1.81659021245849,1.58113883008419
0.6,-1.86,2.9,0.8,-2.16,2.1,1,-1.09,1.8,-0.92,1.58113883008419,0.894427190999916
3.6,-1.97,5.7,4,-1.74,5.5,4,-1.54,5.3,-1.99,2.36643191323985,1.81659021245849
4.4,-0.17,4.8,5.5,0.69,4.3,4,-0.35,4.1,-1.41,2.12132034355964,1.6431676725155
2.9,-0.19,3.5,3,-0.46,2.7,2,-0.75,2.3,-0.85,1.73205080756888,1.22474487139159
4.8,0.94,4.2,5.5,1.31,3.7,4,0.32,3.3,0.86,1.97484176581315,2.04939015319192
3.1,-1.42,4.8,4,-0.81,4.3,3,-1.35,4.1,-2.24,2.12132034355964,1.34164078649987
5.1,-1.07,6.2,4,-2.22,6.3,5.5,-0.79,6,-1.84,2.48997991959775,2.04939015319192
4.3,0.44,4.2,5.5,1.31,3.7,4,0.32,3.3,0.36,1.97484176581315,1.92353840616713
4.1,-2.8,6.8,5.5,-1.35,7,4,-3.02,6.8,-4.12,2.60768096208106,1.6431676725155
2.8,-0.11,3.3,3,-0.3,2.6,3,0.44,2.2,-0.66,1.70293863659264,1.22474487139159
5,0.23,5,7,1.95,4.6,4,-0.6,4.4,-0.54,2.19089023002066,1.94935886896179
1.5,-0.64,2.6,3,0.41,1.7,1,-0.67,1.4,-0.44,1.44913767461894,1
3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,-1.64,2.07364413533277,1.48323969741913
2.4,-0.51,3.3,4,0.7,2.6,2,-0.56,2.2,-1,1.70293863659264,1.09544511501033
3.4,0.36,3.5,3,-0.46,2.7,3,0.25,2.3,-0.02,1.73205080756888,1.51657508881031
5.4,1.3,4.4,4,-0.37,3.9,5.5,1.62,3.5,0.98,2,2.12132034355964
1.2,-2.66,4.2,0.8,-3.44,3.7,2,-1.68,3.3,-2.64,1.97484176581315,0.836660026534076
0.8,-2.04,3.3,1,-2.3,2.6,0,-2.56,2.2,-1.66,1.70293863659264,0.707106781186548
2.5,-2.52,5.3,2,-3.27,4.9,4,-0.89,4.7,-3.01,2.23606797749979,1.30384048104053
5.4,-1.16,6.5,5.5,-1.03,6.7,5.5,-1.17,6.4,-1.9,2.54950975679639,2.12132034355964
1.2,-3.09,4.6,2,-2.59,4.1,2,-2.11,3.8,-3.31,2.07364413533277,0.707106781186548
1.5,-1.36,3.3,2,-1.3,2.6,0,-2.56,2.2,-0.83,1.70293863659264,1.14017542509914
3.6,0.11,3.9,5.5,1.64,3.3,3,-0.28,2.9,-1.03,1.87082869338697,1.34164078649987
5.5,-0.07,5.7,4,-1.74,5.5,5.5,-0.04,5.3,0.18,2.36643191323985,2.34520787991171
3.7,0.21,3.9,5.5,1.64,3.3,3,-0.28,2.9,0.47,1.87082869338697,1.81659021245849
1.5,-1.01,2.9,1.5,-1.41,2.1,0,-2.09,1.8,-0.42,1.58113883008419,1.14017542509914
3,-0.54,3.9,4,0.14,3.3,2,-1.28,2.9,-1.03,1.87082869338697,1.34164078649987
2.5,-0.1,3.1,3,-0.07,2.2,3,0.77,1.9,-0.72,1.61245154965971,1.09544511501033
4.4,-1.17,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,-1.99,2.36643191323985,1.81659021245849
4.8,-0.22,5.3,5.5,0.23,4.9,4,-0.89,4.7,-1.01,2.23606797749979,1.92353840616713
0.3,-1.67,2.4,1,-1.41,1.5,0,-1.47,1.3,-1.32,1.4142135623731,0
3.5,0.77,3.2,4,0.81,2.4,3,0.63,2,-0.51,1.6431676725155,1.22474487139159
1.7,-1.79,3.9,1.5,-2.36,3.3,2,-1.28,2.9,-2.03,1.87082869338697,0.894427190999916
1.8,-0.98,3.2,3,-0.19,2.4,0,-2.37,2,-1.17,1.6431676725155,0.894427190999916
2.9,-1.62,4.8,3,-1.81,4.3,4,-0.35,4.1,-2.41,2.12132034355964,1.30384048104053
6.4,0.83,5.7,7,1.26,5.5,5.5,-0.04,5.3,0.18,2.36643191323985,2.34520787991171
2.1,-2,4.4,3,-1.37,3.9,2,-1.88,3.5,-2.19,2,1.14017542509914
3.4,-0.7,4.4,3,-1.37,3.9,3,-0.88,3.5,-1.35,2,1.48323969741913
2.8,-1.06,4.2,4,-0.19,3.7,3,-0.68,3.3,-1.64,1.97484176581315,1.30384048104053
4.2,0.53,4,5.5,1.47,3.5,3,-0.47,3.1,0.25,1.92353840616713,1.81659021245849
3.5,0.28,3.6,4,0.43,2.9,3,0.08,2.5,0.16,1.78885438199983,1.6431676725155
0,-2.05,2.5,0,-2.51,1.6,0,-1.56,1.4,-1.36,1.4142135623731,0
1.7,-1.39,3.5,2,-1.46,2.7,0,-2.75,2.3,-1.35,1.73205080756888,1
4.5,0.45,4.4,7,2.63,3.9,3,-0.88,3.5,0.15,2,1.92353840616713
3.2,-2.37,5.7,4,-1.74,5.5,4,-1.54,5.3,-2.65,2.36643191323985,1.6431676725155
5.8,-0.71,6.5,7,0.47,6.7,5.5,-1.17,6.4,-1.4,2.54950975679639,2.23606797749979
6,0.68,5.5,7,1.53,5.2,5.5,0.3,5,0.54,2.30217288664427,2.34520787991171
8.2,1.35,6.8,8.5,1.65,7,8.5,1.48,6.8,0.71,2.60768096208106,2.73861278752583
1.9,-0.75,3.1,2,-1.07,2.2,0,-2.23,1.9,-1.05,1.61245154965971,0.894427190999916
4.8,3.09,2.1,5.5,3.42,1.1,4,2.9,1.1,2.94,1.30384048104053,2
7.8,1.58,6.2,7,0.78,6.3,8.5,2.21,6,1.99,2.48997991959775,2.82842712474619
7.5,1.28,6.2,8.5,2.28,6.3,7,0.71,6,1.49,2.48997991959775,2.73861278752583
2,-1.49,3.9,2,-1.86,3.3,3,-0.28,2.9,-1.86,1.87082869338697,1
3.4,0.08,3.7,5.5,1.8,3.1,3,-0.1,2.7,-1.99,1.81659021245849,0.836660026534076
3.7,-1.07,5,4,-1.05,4.6,4,-0.6,4.4,-1.04,2.19089023002066,1.81659021245849
2.8,-0.37,3.6,3,-0.57,2.9,3,0.08,2.5,-1,1.78885438199983,1.22474487139159
2.9,-0.32,3.6,4,0.43,2.9,3,0.08,2.5,-0.67,1.78885438199983,1.34164078649987
1.5,-0.06,1.9,2,0.13,1.1,2,0.88,1.1,-0.39,1.26491106406735,0.836660026534076
1.4,-2.32,4,2,-2.03,3.5,2,-1.47,3.1,-1.75,1.92353840616713,1.14017542509914
3,-1.34,4.6,4,-0.59,4.1,3,-1.11,3.8,-2.81,2.07364413533277,1
6.6,2.26,4.6,5.5,0.91,4.1,7,2.89,3.8,3.19,2.07364413533277,2.64575131106459
3.9,1.12,3.2,5.5,2.31,2.4,3,0.63,2,0.16,1.6431676725155,1.48323969741913
4,0.14,4.2,4,-0.19,3.7,4,0.32,3.3,-0.81,1.97484176581315,1.58113883008419
3.8,-1.02,5,4,-1.05,4.6,3,-1.6,4.4,-0.71,2.19089023002066,1.92353840616713
2.3,0.2,2.5,2,-0.51,1.6,3,1.44,1.4,-0.03,1.4142135623731,1.14017542509914
1.6,-1.94,3.9,2,-1.86,3.3,3,-0.28,2.9,-1.53,1.87082869338697,1.14017542509914
3.8,-0.49,4.6,4,-0.59,4.1,4,-0.11,3.8,-1.48,2.07364413533277,1.51657508881031
3.1,-0.62,4,3,-1.03,3.5,4,0.53,3.1,0.25,1.92353840616713,1.81659021245849
0.7,-0.94,2.1,1.5,-0.58,1.1,0,-1.1,1.1,-0.56,1.30384048104053,0.707106781186548
2.3,-0.79,3.5,3,-0.46,2.7,2,-0.75,2.3,-1.52,1.73205080756888,0.894427190999916
2.1,0.44,2.1,3,0.92,1.1,1,-0.1,1.1,-0.06,1.30384048104053,1
3.6,-1.22,5,4,-1.05,4.6,4,-0.6,4.4,-1.71,2.19089023002066,1.6431676725155
4.2,-0.62,5,3,-2.05,4.6,4,-0.6,4.4,-0.71,2.19089023002066,1.92353840616713
2.7,-1.4,4.4,3,-1.37,3.9,3,-0.88,3.5,-2.35,2,1.09544511501033
6.3,0.08,6.2,7,0.78,6.3,5.5,-0.79,6,0.49,2.48997991959775,2.54950975679639
5.8,1.51,4.6,7,2.41,4.1,5.5,1.39,3.8,0.19,2.07364413533277,2
3.1,-0.81,4.2,5.5,1.31,3.7,1.5,-2.18,3.3,-1.81,1.97484176581315,1.22474487139159
1.2,-1.66,3.3,3,-0.3,2.6,0,-2.56,2.2,-1.83,1.70293863659264,0.547722557505166
4.8,-2.49,7.2,4,-3.2,7.4,5.5,-1.93,7.2,-3.22,2.68328157299975,2
0.8,-0.91,2.2,1.5,-0.71,1.2,0,-1.18,1.1,-0.74,1.30384048104053,0.547722557505166
2.8,-1.25,4.4,4,-0.37,3.9,3,-0.88,3.5,-2.52,2,1
4.5,-0.77,5.5,5.5,0.03,5.2,4,-1.2,5,-1.29,2.30217288664427,1.92353840616713
4.6,-0.67,5.5,5.5,0.03,5.2,4,-1.2,5,-1.96,2.30217288664427,1.73205080756888
4.4,0.06,4.6,7,2.41,4.1,4,-0.11,3.8,-1.14,2.07364413533277,1.6431676725155
4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,-1.57,2.12132034355964,1.58113883008419
5.1,0.03,5.3,5.5,0.23,4.9,5.5,0.61,4.7,0.82,2.23606797749979,2.34520787991171
1.7,-1.84,3.9,3,-0.86,3.3,3,-0.28,2.9,-2.03,1.87082869338697,0.894427190999916
3.7,-1.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,-2.99,2.36643191323985,1.51657508881031
4,-1.27,5.5,5.5,0.03,5.2,3,-2.2,5,-2.29,2.30217288664427,1.6431676725155
5.4,-0.22,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,-0.82,2.36643191323985,2.12132034355964
5.1,1,4.4,5.5,1.13,3.9,5.5,1.62,3.5,0.98,2,2.12132034355964
2.5,-3.12,5.7,3,-2.74,5.5,3,-2.54,5.3,-3.32,2.36643191323985,1.4142135623731
5.6,-0.26,6,8.5,2.52,5.9,5.5,-0.4,5.7,-2.32,2.42899156029822,1.81659021245849
3.9,-0.44,4.6,5.5,0.91,4.1,4,-0.11,3.8,-1.81,2.07364413533277,1.4142135623731
3.5,-0.79,4.6,5.5,0.91,4.1,4,-0.11,3.8,-2.14,2.07364413533277,1.30384048104053
0,-2.73,3.2,0,-3.19,2.4,0,-2.37,2,-2.01,1.6431676725155,0
2.4,-0.51,3.3,3,-0.3,2.6,2,-0.56,2.2,-0.33,1.70293863659264,1.34164078649987
6,0.38,5.7,5.5,-0.24,5.5,7,1.46,5.3,0.68,2.36643191323985,2.44948974278318
2.9,-1.15,4.4,4,-0.37,3.9,3,-0.88,3.5,-1.19,2,1.51657508881031
4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,-2.07,2.12132034355964,1.4142135623731
0.1,-1.95,2.5,0.5,-2.01,1.6,0,-1.56,1.4,-1.36,1.4142135623731,0
5.4,0.08,5.5,7,1.53,5.2,4,-1.2,5,-0.46,2.30217288664427,2.12132034355964
0.6,-4.17,5,2,-3.05,4.6,0,-4.6,4.4,-4.04,2.19089023002066,0.547722557505166
4.4,-0.42,5,7,1.95,4.6,4,-0.6,4.4,-2.21,2.19089023002066,1.48323969741913
2.6,-2.22,5,2.8,-2.3,4.6,4,-0.6,4.4,-2.54,2.19089023002066,1.34164078649987
2.1,-1.27,3.7,3,-0.7,3.1,2,-1.1,2.7,-1.66,1.81659021245849,1
5.1,0.03,5.3,5.5,0.23,4.9,4,-0.89,4.7,-0.18,2.23606797749979,2.12132034355964
1.9,-1.59,3.9,3,-0.86,3.3,0,-3.28,2.9,-1.86,1.87082869338697,1
2.4,-1.27,4,3,-1.03,3.5,3,-0.47,3.1,-1.91,1.92353840616713,1.09544511501033
7.3,0.45,6.8,7,0.15,7,8.5,1.48,6.8,0.71,2.60768096208106,2.73861278752583
6.4,0.23,6.2,5.5,-0.72,6.3,7,0.71,6,1.49,2.48997991959775,2.73861278752583
5.9,1.13,5.1,7,1.87,4.5,6,1.47,4.2,1.8,2.16794833886788,2.44948974278318
4.6,0.09,4.9,4,-0.94,4.3,4,-0.28,4,1.03,2.12132034355964,2.23606797749979
5.5,-0.07,5.9,4,-1.86,5.4,6,0.56,5.1,-0.64,2.34520787991171,2.12132034355964
1.7,-2.39,4.5,2,-2.53,3.8,1,-2.84,3.5,-1.83,2.02484567313166,1.30384048104053
4,-0.72,5.1,5,-0.13,4.5,5,0.47,4.2,-1.54,2.16794833886788,1.6431676725155
3.3,0.12,3.6,4,0.41,2.7,3,0.28,2.5,1.35,1.7606816861659,1.94935886896179
1.4,-0.66,2.4,2,-0.41,1.6,1,-0.57,1.5,-0.99,1.44913767461894,0.707106781186548
7.2,0.72,6.6,6,-0.6,6.6,8,1.42,6.2,0.79,2.5298221281347,2.64575131106459
3.8,-0.15,4.3,4,-0.32,3.6,3,-0.64,3.3,0.38,1.97484176581315,1.92353840616713
6.7,0.59,6.3,7,0.66,6.2,7,0.81,5.8,0.68,2.46981780704569,2.54950975679639
4.6,1.14,3.9,5,1.14,3,5,1.96,2.8,1.74,1.84390889145858,2.12132034355964
6,0.16,6.1,6,-0.08,5.8,5,-0.8,5.5,-0.46,2.40831891575846,2.23606797749979
3.4,-3.87,7.3,3,-4.3,7.5,5,-2.46,7.1,-5.29,2.68328157299975,1.34164078649987
6.1,0.53,5.9,6,0.14,5.4,7,1.56,5.1,-0.14,2.34520787991171,2.23606797749979
3.5,-1.27,5.1,6,0.87,4.5,3,-1.53,4.2,-2.7,2.16794833886788,1.22474487139159
2.2,-1.41,4,3,-0.99,3.2,2,-1.24,2.9,-1.43,1.89736659610103,1.22474487139159
4.5,-0.01,4.9,6,1.05,4.3,4,-0.28,4,-0.97,2.12132034355964,1.73205080756888
0.2,-2.8,3.4,0,-3.44,2.5,1,-1.54,2.4,-2.35,1.73205080756888,0
2.3,-1.16,3.9,2,-1.86,3,3,-0.05,2.8,-1.59,1.84390889145858,1.09544511501033
4.2,0.74,3.9,6,2.14,3,3,-0.05,2.8,0.24,1.84390889145858,1.73205080756888
1.2,-2.53,4.2,3,-1.15,3.4,0,-3.44,3.1,-2.77,1.92353840616713,0.547722557505166
3.7,-1.02,5.1,3,-2.13,4.5,6,1.47,4.2,-2.54,2.16794833886788,1.30384048104053
4.5,-0.01,4.9,6,1.05,4.3,4,-0.28,4,-0.63,2.12132034355964,1.81659021245849
5.4,-0.12,5.9,5,-0.86,5.4,6,0.56,5.1,-0.97,2.34520787991171,2.04939015319192
2.7,-3.46,6.3,3,-3.34,6.2,3,-3.18,5.8,-4.49,2.46981780704569,1.14017542509914
5,-1.81,6.9,5,-1.94,7,6,-1.01,6.7,-4.82,2.60768096208106,1.34164078649987
3,0.61,2.8,4,1.24,1.9,3,1.11,1.8,-0.6,1.54919333848297,1.09544511501033
4.8,0.08,5.1,5,-0.13,4.5,5,0.47,4.2,-0.87,2.16794833886788,1.81659021245849
3.6,-0.74,4.7,4,-0.7,4.1,4,-0.06,3.7,-1.39,2.07364413533277,1.51657508881031
4.9,-1.96,6.9,5,-1.94,7,5,-2.02,6.7,-2.65,2.60768096208106,2
4.3,-0.42,5.1,5,-0.13,4.5,4,-0.53,4.2,-0.87,2.16794833886788,1.81659021245849
2.6,-0.1,3.1,3,-0.12,2.3,2,-0.25,2.1,-0.9,1.6431676725155,1.09544511501033
2.1,-2.41,4.9,4,-0.94,4.3,1,-3.29,4,-3.63,2.12132034355964,0.547722557505166
2.9,-2.13,5.4,4,-1.37,4.8,3,-1.81,4.5,-3.51,2.23606797749979,1
5.1,1.69,3.9,6,2.14,3,4,0.95,2.8,1.74,1.84390889145858,2.12132034355964
6.9,0.42,6.6,7,0.4,6.6,7,0.42,6.2,0.79,2.5298221281347,2.64575131106459
6.9,0.74,6.3,9,2.66,6.2,5,-1.18,5.8,-0.32,2.46981780704569,2.34520787991171
1.5,-3.04,4.9,3,-1.95,4.3,1,-3.29,4,-3.63,2.12132034355964,0.547722557505166
2.2,-3.1,5.6,3,-2.63,5.1,4,-1.11,4.8,-2.99,2.30217288664427,1.34164078649987
3.7,0.41,3.7,6,2.3,2.9,2,-0.86,2.6,-0.27,1.78885438199983,1.51657508881031
3.1,-0.46,4,3,-0.99,3.2,4,0.76,2.9,0.41,1.89736659610103,1.81659021245849
5.3,-1.18,6.6,5,-1.6,6.6,5,-1.58,6.2,-1.21,2.5298221281347,2.23606797749979
2.3,-1.65,4.3,3,-1.32,3.6,2,-1.64,3.3,-2.12,1.97484176581315,1.09544511501033
4,0.1,4.3,4,-0.32,3.6,5,1.36,3.3,0.05,1.97484176581315,1.81659021245849
5.5,1.6,4.3,6,1.68,3.6,6,2.36,3.3,1.22,1.97484176581315,2.12132034355964
1.5,-2.23,4.2,2,-2.15,3.4,2,-1.44,3.1,-1.94,1.92353840616713,1.09544511501033
2.2,-0.8,3.4,3,-0.44,2.5,2,-0.55,2.4,-1.69,1.73205080756888,0.836660026534076
2.2,-0.55,3.1,3,-0.12,2.3,2,-0.25,2.1,-1.56,1.6431676725155,0.707106781186548
5.7,-0.73,6.6,6,-0.6,6.6,5,-1.58,6.2,-0.21,2.5298221281347,2.44948974278318
3.6,-0.96,4.9,4,-0.94,4.3,3,-1.28,4,-1.3,2.12132034355964,1.6431676725155
1.5,-3.22,5.1,2,-3.13,4.5,3,-1.53,4.2,-3.2,2.16794833886788,1
0.8,-2.98,4.2,2,-2.15,3.4,1,-2.44,3.1,-2.61,1.92353840616713,0.707106781186548
3.3,-2,5.6,3,-2.63,5.1,4,-1.11,4.8,-2.82,2.30217288664427,1.4142135623731
3.7,-1.6,5.6,3,-2.63,5.1,4,-1.11,4.8,-2.32,2.30217288664427,1.58113883008419
5.9,-0.91,6.9,5,-1.94,7,6,-1.01,6.7,-0.65,2.60768096208106,2.44948974278318
3.8,0.07,4.2,7,2.85,3.4,2,-1.44,3.1,-0.77,1.92353840616713,1.51657508881031
1.6,-2.74,4.7,2,-2.7,4.1,2,-2.06,3.7,-2.89,2.07364413533277,0.894427190999916
7.2,1.68,5.9,7,1.14,5.4,8,2.56,5.1,0.86,2.34520787991171,2.44948974278318
3.9,0.61,3.7,4,0.3,2.9,4,1.14,2.6,0.4,1.78885438199983,1.73205080756888
5.6,-0.83,6.6,5,-1.6,6.6,5,-1.58,6.2,-1.71,2.5298221281347,2.12132034355964
0.9,-1.18,2.4,1,-1.4,1.6,1,-0.57,1.5,-1.49,1.44913767461894,0
4.7,-0.6,5.6,3,-2.63,5.1,5,-0.11,4.8,-0.65,2.30217288664427,2.04939015319192
3.8,0.24,4,7,3.02,3.2,3,-0.23,2.9,-1.09,1.89736659610103,1.34164078649987
1.6,-2.28,4.3,2,-2.32,3.6,3,-0.64,3.3,-2.12,1.97484176581315,1.09544511501033
5.3,-0.22,5.9,6,0.14,5.4,5,-0.44,5.1,-1.14,2.34520787991171,2
1.9,-1.23,3.6,2,-1.59,2.7,3,0.28,2.5,-1.98,1.7606816861659,0.707106781186548
4.5,-1.02,5.9,5,-0.86,5.4,4,-1.44,5.1,-1.14,2.34520787991171,2
3.6,-1.38,5.4,4,-1.37,4.8,4,-0.81,4.5,-3.01,2.23606797749979,1.22474487139159
3,-0.46,3.9,3,-0.86,3,3,-0.05,2.8,-0.43,1.84390889145858,1.51657508881031
